id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,number_of_parks,number_of_code_complaints
4058800830,2015-03-18,612000.0,6,3.0,3840,14040,1.5,0,3,3,8,2460,1380,1949,0,98178,47.506,-122.241,2170,6765,3,2170
9368700341,2014-08-22,285000.0,3,2.0,2110,6900,1.5,0,0,5,6,1220,890,1955,0,98178,47.504,-122.26,1350,7683,3,2170
1180002378,2014-09-26,299000.0,4,2.5,1950,3000,2.0,0,0,3,7,1950,0,2002,0,98178,47.4977,-122.226,1170,6000,3,2170
185000118,2015-02-23,212000.0,4,2.0,1880,7500,1.0,0,0,5,6,980,900,1946,0,98178,47.495,-122.266,1670,14350,3,2170
3810000860,2015-05-06,240000.0,4,1.5,1920,7973,1.0,0,0,3,8,1920,0,1955,0,98178,47.4961,-122.235,2020,8840,3,2170
3810000565,2014-07-02,255000.0,4,2.0,2430,8960,1.0,0,0,3,7,1430,1000,1960,0,98178,47.4979,-122.23200000000001,2430,8960,3,2170
1180500070,2014-11-24,335000.0,4,2.5,2330,7050,2.0,0,0,3,8,2330,0,1998,0,98178,47.5001,-122.23100000000001,1810,5424,3,2170
179000350,2014-11-05,194000.0,3,1.5,1010,5000,1.0,0,0,3,6,1010,0,1943,0,98178,47.4925,-122.27799999999999,980,5000,3,2170
3810000202,2014-09-05,251700.0,3,2.25,1810,11800,1.0,0,0,3,7,1240,570,1977,0,98178,47.4997,-122.23100000000001,1810,5641,3,2170
4058802105,2014-09-04,150000.0,3,1.0,1450,6776,1.0,0,0,3,7,1450,0,1952,0,98178,47.5056,-122.244,1680,7200,3,2170
2976800550,2015-04-14,280005.0,3,1.5,1130,7200,1.0,0,0,3,7,1130,0,1954,0,98178,47.5041,-122.25299999999999,1130,7200,3,2170
3810000465,2014-05-20,243000.0,2,1.0,1770,5522,1.5,0,0,4,7,960,810,1943,0,98178,47.4974,-122.23100000000001,1830,7378,3,2170
7129300400,2014-08-14,400000.0,6,2.0,2350,6554,2.0,0,1,3,8,2000,350,1905,0,98178,47.5115,-122.256,1560,6554,3,2170
7878400135,2014-11-20,355000.0,3,2.25,2550,9674,1.0,0,0,3,7,1850,700,1959,0,98178,47.4856,-122.24700000000001,2240,9674,3,2170
7887200390,2014-09-26,294000.0,3,1.0,1320,9520,1.0,0,0,3,7,990,330,1953,0,98178,47.4857,-122.25299999999999,1460,10610,3,2170
179003055,2014-11-13,210000.0,3,1.0,1200,7500,1.0,0,0,3,6,1200,0,1905,1989,98178,47.4921,-122.275,1010,7000,3,2170
3352400004,2015-01-29,184500.0,2,1.0,720,5880,1.0,0,0,3,6,720,0,1940,0,98178,47.5056,-122.27,1440,7200,3,2170
3352401981,2014-05-21,199000.0,4,2.0,2030,8120,2.0,0,0,3,7,2030,0,1950,0,98178,47.4994,-122.26100000000001,1520,9440,3,2170
393000045,2014-12-26,415000.0,5,1.75,3700,9140,1.0,0,0,3,8,1850,1850,1957,0,98178,47.5086,-122.258,2190,6720,3,2170
2144800215,2014-05-19,285000.0,4,1.75,2080,13629,1.0,0,0,4,7,1040,1040,1955,0,98178,47.4866,-122.23200000000001,1780,14659,3,2170
5476200123,2014-07-10,200000.0,4,2.0,2090,6630,1.0,0,0,3,7,1070,1020,1974,0,98178,47.5077,-122.26799999999999,1550,7980,3,2170
8073000495,2014-10-10,700000.0,2,1.0,1160,17635,1.0,1,4,3,6,1160,0,1945,0,98178,47.5117,-122.24799999999999,1510,13122,3,2170
3800008,2015-02-24,178000.0,5,1.5,1990,18200,1.0,0,0,3,7,1990,0,1960,0,98178,47.4938,-122.262,1860,8658,3,2170
2172000750,2014-05-27,160000.0,2,1.0,1180,9350,1.0,0,0,3,6,1180,0,1918,0,98178,47.4889,-122.259,1780,9306,3,2170
7813200115,2014-09-04,100000.0,2,1.0,790,6426,1.0,0,0,3,6,790,0,1944,0,98178,47.4933,-122.245,1380,6946,3,2170
4058801240,2014-10-28,330000.0,3,2.25,1620,7150,1.0,0,2,4,7,1280,340,1950,0,98178,47.5048,-122.241,1620,6930,3,2170
9282801720,2015-03-19,355000.0,4,1.5,2020,6000,1.0,0,0,4,7,1010,1010,1953,0,98178,47.5019,-122.235,1710,6000,3,2170
3352402250,2014-10-21,119900.0,2,1.0,700,3180,1.0,0,0,3,6,480,220,1951,0,98178,47.4976,-122.262,1760,6360,3,2170
7657000165,2014-07-30,200000.0,4,1.0,1070,7467,1.5,0,0,3,7,1070,0,1944,0,98178,47.4942,-122.235,1160,7467,3,2170
561000300,2014-06-23,345100.0,3,3.75,1950,8625,1.0,0,0,3,8,1360,590,1959,0,98178,47.505,-122.258,1950,6670,3,2170
399000195,2014-10-20,200000.0,3,1.0,960,7500,1.0,0,0,3,6,960,0,1953,0,98178,47.4966,-122.255,1250,6000,3,2170
3348401584,2014-08-21,210000.0,3,1.75,1400,7300,2.0,0,0,3,6,1400,0,1948,0,98178,47.4999,-122.26799999999999,1440,10825,3,2170
1159100100,2014-06-20,359950.0,3,2.25,1940,11612,1.0,0,0,4,8,1100,840,1981,0,98178,47.5018,-122.23,2180,8954,3,2170
8073000265,2014-09-18,360000.0,3,2.0,1960,8846,1.0,0,3,4,6,980,980,1940,0,98178,47.5101,-122.24600000000001,2190,6363,3,2170
399000025,2015-04-15,265000.0,3,1.0,1360,5967,1.0,0,0,3,6,1360,0,1954,0,98178,47.4973,-122.256,1360,6052,3,2170
9368700031,2014-05-09,195000.0,2,1.0,720,18000,1.0,0,0,3,6,720,0,1950,0,98178,47.5054,-122.26100000000001,1250,7925,3,2170
1180500100,2014-09-24,353000.0,4,2.75,1920,4627,1.0,0,0,3,8,1010,910,1998,0,98178,47.5003,-122.23,1910,7210,3,2170
3991400080,2014-12-16,499900.0,3,1.75,2430,8820,1.0,0,2,3,8,1630,800,1977,0,98178,47.4972,-122.23299999999999,2390,10050,3,2170
3352402195,2014-07-16,169000.0,3,1.0,890,7110,1.0,0,0,3,6,890,0,1957,0,98178,47.4971,-122.26100000000001,1100,8375,3,2170
2328800130,2014-12-17,220000.0,3,1.75,1900,7680,1.0,0,0,3,7,1260,640,1959,0,98178,47.5081,-122.266,2000,7740,3,2170
9282801950,2014-08-18,279000.0,4,1.0,1210,6000,1.5,0,2,3,7,1210,0,1943,0,98178,47.5026,-122.234,1470,6000,3,2170
3348401319,2014-05-12,372500.0,5,3.0,2480,10090,1.0,0,0,3,7,1300,1180,2004,0,98178,47.4964,-122.26299999999999,2290,9900,3,2170
8068000585,2014-08-27,235000.0,2,1.0,880,5600,1.0,0,0,5,7,880,0,1955,0,98178,47.5071,-122.265,1240,7015,3,2170
623059016,2014-07-17,1100000.0,4,3.25,3190,11774,2.0,1,4,3,8,2610,580,1956,1991,98178,47.5033,-122.225,2240,8725,3,2170
7129300420,2014-12-02,258000.0,3,1.75,1040,5650,1.0,0,0,5,6,1040,0,1951,0,98178,47.5111,-122.256,1290,5650,3,2170
4060000440,2015-02-04,241000.0,3,1.0,880,6050,1.0,0,0,3,6,880,0,1945,0,98178,47.4995,-122.24799999999999,1130,6050,3,2170
185000161,2014-10-15,261000.0,3,1.0,1780,7800,1.0,0,0,3,7,1060,720,1957,0,98178,47.4932,-122.26299999999999,1450,7800,3,2170
7878400022,2015-05-06,390000.0,4,2.25,3060,7920,1.0,0,0,3,7,1530,1530,1965,0,98178,47.4879,-122.245,1850,7800,3,2170
4141680190,2014-08-07,375000.0,3,2.5,2320,5760,1.0,0,0,3,7,1480,840,1987,0,98178,47.504,-122.24799999999999,1660,5762,3,2170
3810000020,2015-03-18,352000.0,4,1.5,1440,8680,1.5,0,0,3,7,1440,0,1922,0,98178,47.501999999999995,-122.228,1440,9000,3,2170
4058801310,2014-10-09,287000.0,2,1.0,930,6900,1.0,0,2,3,7,930,0,1952,0,98178,47.506,-122.242,1910,7194,3,2170
8068000305,2014-11-04,241000.0,3,1.0,1150,10000,1.0,0,0,3,6,1000,150,1951,0,98178,47.5075,-122.262,1340,10000,3,2170
8067000020,2014-06-11,295000.0,5,3.5,2100,5107,2.0,0,0,3,7,1410,690,1999,0,98178,47.5108,-122.257,1410,5650,3,2170
4058801702,2015-02-06,800000.0,4,2.5,4940,10037,1.0,0,4,3,9,3450,1490,1953,0,98178,47.5095,-122.24700000000001,2430,9272,3,2170
9368700006,2015-03-24,375000.0,5,1.75,2230,7560,1.0,0,0,3,7,1230,1000,1959,0,98178,47.5055,-122.26,1380,6570,3,2170
1180008315,2014-07-15,212000.0,3,1.0,1040,6800,1.0,0,0,5,6,1040,0,1951,0,98178,47.492,-122.22399999999999,1430,6080,3,2170
3810000480,2014-09-19,350000.0,3,1.75,2010,6150,2.0,0,0,5,7,2010,0,1939,0,98178,47.4975,-122.23100000000001,1770,7380,3,2170
4327600010,2015-02-02,336000.0,3,3.0,1790,13350,1.0,0,0,3,7,1190,600,1988,0,98178,47.4958,-122.262,1740,10624,3,2170
3878900185,2014-10-22,303100.0,3,1.5,1640,5650,1.0,0,0,3,8,1640,0,1952,0,98178,47.50899999999999,-122.251,1640,5650,3,2170
8069000216,2014-07-22,356200.0,3,2.0,1690,10062,1.0,0,2,5,7,940,750,1928,0,98178,47.5102,-122.241,2390,6650,3,2170
7657000225,2014-07-19,205000.0,3,1.0,860,7467,1.0,0,0,3,6,860,0,1944,0,98178,47.4947,-122.23700000000001,1280,7467,3,2170
4058200630,2014-10-02,353000.0,3,1.75,2190,7021,1.0,0,2,4,7,1390,800,1953,0,98178,47.5033,-122.23200000000001,2180,7155,3,2170
7130300170,2015-03-26,552000.0,4,2.75,3160,8429,1.0,0,3,4,7,1620,1540,1982,0,98178,47.511,-122.251,1760,6780,3,2170
6706200130,2015-04-15,343000.0,3,1.75,2210,7920,1.0,0,0,3,7,1400,810,1966,0,98178,47.4968,-122.23700000000001,2220,7920,3,2170
1823059106,2015-04-28,288250.0,3,1.75,2110,15400,1.0,0,0,3,7,1380,730,1963,0,98178,47.4861,-122.226,2110,9800,3,2170
3352400330,2015-03-27,216000.0,2,1.0,1810,10360,1.0,0,0,3,6,1010,800,1946,0,98178,47.5039,-122.266,1810,10360,3,2170
3810000455,2014-09-08,340000.0,4,2.25,2060,8400,1.0,0,0,3,7,1300,760,1960,0,98178,47.4984,-122.23,1990,7383,3,2170
4136800205,2015-02-19,258000.0,2,2.0,750,6553,1.5,0,2,3,7,750,0,1945,0,98178,47.4982,-122.221,1140,7500,3,2170
4058200985,2014-09-11,472000.0,3,1.75,2180,7200,1.0,0,3,4,8,1090,1090,1954,0,98178,47.5044,-122.235,2180,7140,3,2170
7812800865,2014-11-19,170000.0,2,1.0,810,9882,1.0,0,0,3,6,810,0,1944,0,98178,47.4925,-122.23899999999999,950,7200,3,2170
7657600195,2014-11-05,199950.0,3,1.0,1340,7260,1.5,0,0,3,6,1340,0,1944,0,98178,47.4934,-122.23700000000001,1210,7260,3,2170
1180000625,2014-10-29,315000.0,4,2.5,1950,3225,2.0,0,0,3,7,1950,0,2002,0,98178,47.5014,-122.226,1980,3225,3,2170
7812801115,2014-06-13,153000.0,3,1.0,1270,6405,1.5,0,0,3,6,1270,0,1944,0,98178,47.4959,-122.241,1110,6405,3,2170
9282800065,2015-03-29,203000.0,3,1.75,1190,6000,1.0,0,0,3,7,1190,0,1952,2015,98178,47.5026,-122.236,1200,6000,3,2170
3348401095,2015-04-27,210000.0,4,1.75,2090,6485,1.0,0,0,3,7,1280,810,1956,0,98178,47.4958,-122.265,2190,9600,3,2170
3878900815,2015-05-04,361000.0,3,2.25,2470,5650,1.0,0,2,3,7,1550,920,1973,0,98178,47.5072,-122.25200000000001,1660,5650,3,2170
8068000730,2014-06-25,315000.0,4,2.0,1780,5336,1.5,0,0,5,6,930,850,1918,0,98178,47.5094,-122.26299999999999,1910,10304,3,2170
9218400088,2014-11-19,495000.0,5,1.0,1810,11205,1.5,0,2,3,7,1810,0,1915,0,98178,47.5099,-122.262,1860,7965,3,2170
2144800615,2014-06-25,190000.0,1,0.75,930,29258,1.0,0,0,3,6,930,0,1941,0,98178,47.4837,-122.236,2000,18321,3,2170
2520900301,2014-10-22,239300.0,3,1.0,1070,5750,1.0,0,0,3,7,1070,0,1952,0,98178,47.5071,-122.255,1420,6500,3,2170
2172000846,2014-06-19,248000.0,4,2.0,2080,13510,1.0,0,0,3,7,1040,1040,1950,0,98178,47.4918,-122.258,2010,11625,3,2170
7657600025,2015-02-19,289900.0,3,1.0,1180,7068,1.0,0,0,3,6,1180,0,1944,0,98178,47.4947,-122.238,1180,7068,3,2170
7812800515,2014-10-25,159075.0,4,1.5,1580,6200,1.0,0,0,3,6,790,790,1944,0,98178,47.4971,-122.24,1320,6499,3,2170
7689600650,2014-09-17,323500.0,3,3.0,2240,11536,2.0,0,0,3,7,2240,0,1943,2005,98178,47.4886,-122.245,1650,8760,3,2170
4058801225,2014-12-02,350000.0,4,1.75,1820,6930,1.0,0,2,4,7,1320,500,1952,0,98178,47.5053,-122.242,1820,6825,3,2170
3352400325,2014-07-24,225000.0,3,1.5,1220,8345,1.5,0,0,3,7,1220,0,1931,0,98178,47.5038,-122.266,1880,10169,3,2170
1180007005,2014-06-25,265950.0,3,1.5,1150,8450,1.0,0,0,4,6,1150,0,1951,0,98178,47.4927,-122.22399999999999,1160,6800,3,2170
372000040,2014-10-03,304000.0,3,1.75,1720,6000,1.0,0,2,3,7,1000,720,1954,0,98178,47.4999,-122.223,1690,6000,3,2170
3878900395,2014-07-28,323000.0,3,1.75,1830,12500,1.0,0,1,3,7,1200,630,1947,0,98178,47.5087,-122.25,1830,7300,3,2170
179001425,2014-10-24,230000.0,3,1.75,1420,3000,1.0,0,0,3,5,710,710,1931,2014,98178,47.4928,-122.274,1960,5000,3,2170
4058801065,2014-08-08,272000.0,3,2.0,1200,5700,1.0,0,0,5,7,1200,0,1942,0,98178,47.5031,-122.242,1190,6384,3,2170
2976800115,2014-11-05,349170.0,4,1.75,1670,8856,1.0,0,2,3,7,1070,600,1955,0,98178,47.5056,-122.251,1660,8088,3,2170
7812800775,2014-09-10,264250.0,3,1.0,1420,7420,1.5,0,0,3,6,1420,0,1944,0,98178,47.4949,-122.23899999999999,1290,6600,3,2170
4059400265,2014-11-14,339950.0,5,2.0,1890,6050,2.0,0,0,4,7,1890,0,1944,0,98178,47.5018,-122.242,1170,6050,3,2170
7390400026,2014-11-24,315000.0,4,1.75,1850,8580,1.0,0,0,3,7,1140,710,1960,0,98178,47.4877,-122.24,2210,9240,3,2170
2144800117,2014-06-26,270000.0,4,2.25,2600,9900,1.0,0,0,3,7,1600,1000,1965,0,98178,47.4881,-122.23700000000001,1770,11250,3,2170
4058801230,2015-03-05,256000.0,4,1.75,1270,6825,1.0,0,2,3,7,1270,0,1950,0,98178,47.5051,-122.242,1800,6930,3,2170
1123049129,2015-02-24,284200.0,3,1.75,1540,6632,1.0,0,0,3,7,1070,470,1959,0,98178,47.4973,-122.25200000000001,2510,6618,3,2170
7812801925,2014-06-24,230000.0,4,1.75,1850,6000,1.0,0,0,4,6,1270,580,1944,0,98178,47.4923,-122.24700000000001,1270,6600,3,2170
5476800069,2014-05-27,292050.0,5,3.0,2840,7199,1.0,0,0,3,7,1710,1130,2003,0,98178,47.5065,-122.275,2210,10800,3,2170
4440400125,2014-05-08,228000.0,4,1.75,2000,6120,1.0,0,0,3,7,1100,900,1965,0,98178,47.5035,-122.258,1880,6120,3,2170
9282800075,2015-03-17,339000.0,4,2.5,1740,6000,1.0,0,0,4,7,1740,0,1952,0,98178,47.5026,-122.236,1190,6000,3,2170
1180002075,2014-08-25,235000.0,3,1.0,1210,6000,1.0,0,0,3,7,1210,0,1930,0,98178,47.4984,-122.22399999999999,1210,6000,3,2170
3878900270,2015-04-29,466000.0,4,2.0,2240,4508,1.0,0,2,4,8,1340,900,1926,0,98178,47.5096,-122.25,1930,5250,3,2170
179000505,2014-10-24,257000.0,3,1.75,1800,9000,1.0,0,0,3,7,1200,600,1961,0,98178,47.4932,-122.27799999999999,980,6000,3,2170
7812800681,2015-01-02,166000.0,2,1.0,870,8487,1.0,0,0,4,6,870,0,1944,0,98178,47.4955,-122.23899999999999,1350,6850,3,2170
1180000885,2014-10-30,340500.0,3,2.5,3070,5871,3.0,0,0,4,8,2510,560,1928,0,98178,47.5007,-122.223,2220,4000,3,2170
1180002735,2014-11-19,269000.0,2,1.5,1010,6000,1.0,0,0,4,7,1010,0,1923,0,98178,47.49800000000001,-122.22200000000001,1290,6000,3,2170
2976800700,2014-05-22,301350.0,3,3.0,1860,7440,1.0,0,0,5,7,1040,820,1954,0,98178,47.5035,-122.255,1490,8160,3,2170
179000240,2015-03-25,290500.0,4,2.5,1680,3000,2.0,0,0,3,7,1680,0,2003,0,98178,47.494,-122.279,1420,5500,3,2170
2045400075,2014-06-23,415000.0,4,2.5,2170,8518,1.0,0,3,3,7,1350,820,1955,0,98178,47.5073,-122.234,1880,7680,3,2170
4279900140,2014-10-01,251000.0,4,2.0,1650,5974,1.0,0,0,5,7,860,790,1972,0,98178,47.5008,-122.257,1940,6001,3,2170
7390400069,2015-03-27,450000.0,2,2.75,2810,11205,1.0,0,0,3,7,1510,1300,1968,0,98178,47.4869,-122.243,2520,13000,3,2170
3348401382,2015-02-10,318000.0,3,2.25,1690,12662,1.0,0,0,5,7,1090,600,1982,0,98178,47.4972,-122.264,1950,9642,3,2170
3352401090,2014-11-13,238950.0,2,1.0,1190,11400,1.0,0,0,3,7,1190,0,1951,0,98178,47.5012,-122.265,1410,11400,3,2170
9368700270,2015-04-01,137900.0,3,1.75,1160,5082,1.0,0,0,3,6,580,580,1942,0,98178,47.503,-122.262,1730,6000,3,2170
2144800311,2014-11-13,315000.0,2,1.0,2080,14659,1.0,0,0,3,7,1040,1040,1960,0,98178,47.4858,-122.23100000000001,1920,15208,3,2170
1180002470,2014-11-04,354000.0,6,3.5,3020,4500,2.0,0,0,3,7,3020,0,1941,1992,98178,47.49800000000001,-122.225,900,6000,3,2170
6002400030,2014-08-14,324950.0,4,1.75,2320,9240,1.0,0,0,3,7,1160,1160,1959,2014,98178,47.4909,-122.257,2130,7320,3,2170
7567600030,2015-01-27,750000.0,5,1.75,2640,13290,1.0,1,4,4,8,1400,1240,1954,0,98178,47.5022,-122.223,2400,11942,3,2170
3352402272,2014-06-11,230000.0,5,2.0,1910,7200,1.0,0,0,4,6,1110,800,1951,0,98178,47.4975,-122.26100000000001,1150,5948,3,2170
4058802255,2014-07-24,219950.0,2,1.0,990,6448,1.0,0,0,3,7,990,0,1948,0,98178,47.5031,-122.245,1130,7200,3,2170
4058800875,2014-06-24,343500.0,4,1.75,1760,6204,1.0,0,2,4,7,1180,580,1950,0,98178,47.5045,-122.24,1990,6240,3,2170
1180003435,2014-12-09,275000.0,4,1.75,1690,6000,1.0,0,0,3,7,1690,0,1957,0,98178,47.497,-122.227,1350,6000,3,2170
3878900681,2015-01-21,272000.0,1,0.75,1040,6034,1.0,0,1,3,7,580,460,1991,0,98178,47.5078,-122.251,1560,5650,3,2170
4058800135,2015-04-05,419000.0,5,3.0,2190,9652,2.0,0,0,3,7,2190,0,1999,0,98178,47.5049,-122.23899999999999,1440,6710,3,2170
393000311,2015-02-25,286300.0,3,2.75,2000,6405,1.0,0,0,3,8,1260,740,1964,0,98178,47.5066,-122.259,2130,6510,3,2170
2172000570,2014-06-24,317000.0,5,2.5,2360,11375,1.0,0,0,4,7,1180,1180,1962,0,98178,47.4875,-122.255,1160,7800,3,2170
182000350,2015-03-25,287500.0,5,2.0,2020,67953,1.5,0,0,4,7,1620,400,1936,0,98178,47.4891,-122.26299999999999,1270,13198,3,2170
7812801125,2015-01-12,222900.0,2,1.0,1110,6411,1.0,0,0,3,6,1110,0,1944,0,98178,47.4962,-122.242,1150,6504,3,2170
1180007375,2015-05-12,625000.0,5,3.5,4010,6000,2.0,0,3,3,9,2560,1450,1997,0,98178,47.4928,-122.229,2440,6000,3,2170
7689600360,2014-06-13,215000.0,2,1.0,710,7200,1.0,0,0,3,6,710,0,1943,0,98178,47.4903,-122.245,960,7200,3,2170
7192200040,2014-10-01,280000.0,4,1.0,1880,6288,1.0,0,0,3,7,1120,760,1974,0,98178,47.5101,-122.259,1880,6334,3,2170
7657000085,2015-02-02,218000.0,2,1.5,2010,7755,2.0,0,0,3,7,2010,0,1952,0,98178,47.4947,-122.23299999999999,1360,8037,3,2170
2988800065,2014-12-02,281000.0,2,1.0,1280,12500,1.0,0,0,3,7,1060,220,1951,0,98178,47.4833,-122.23700000000001,1460,17771,3,2170
1262700040,2014-10-16,363500.0,4,1.75,2180,9702,1.0,0,0,5,7,1090,1090,1962,0,98178,47.4973,-122.26799999999999,2020,9792,3,2170
7812800155,2015-03-18,170000.0,3,1.0,790,6750,1.0,0,0,2,6,790,0,1944,0,98178,47.4984,-122.24,960,6298,3,2170
7689600330,2014-08-13,207000.0,3,1.0,860,7740,1.0,0,0,3,6,860,0,1960,0,98178,47.4906,-122.244,980,7200,3,2170
4058801325,2014-05-22,319950.0,2,1.0,1070,5824,1.0,0,2,5,7,1070,0,1949,0,98178,47.507,-122.242,2090,7980,3,2170
3352400905,2014-05-16,245000.0,4,1.0,1530,7200,1.5,0,0,3,7,1400,130,1948,0,98178,47.5015,-122.262,1530,7200,3,2170
393000385,2014-12-15,255000.0,3,1.5,1320,7980,1.0,0,0,3,7,1320,0,1956,0,98178,47.5068,-122.259,2000,7700,3,2170
393000142,2014-12-11,372000.0,4,2.5,2070,8658,2.0,0,0,3,8,2070,0,1999,0,98178,47.5072,-122.257,2010,7215,3,2170
4058802300,2014-08-20,300000.0,4,2.0,2360,7440,1.0,0,0,3,7,1180,1180,1955,0,98178,47.5044,-122.245,1680,7800,3,2170
2976800749,2014-10-31,150000.0,4,2.0,1460,7254,1.0,0,0,3,6,1460,0,1959,0,98178,47.5056,-122.25399999999999,1460,7236,3,2170
2172000035,2014-08-21,190000.0,2,1.0,930,11450,1.0,0,0,3,6,930,0,1946,0,98178,47.4862,-122.264,1150,11450,3,2170
1423049029,2015-03-06,265000.0,4,1.75,1970,8390,1.0,0,0,3,7,1140,830,1955,0,98178,47.4861,-122.251,1710,10890,3,2170
4058801575,2014-12-17,415000.0,4,1.75,2230,9625,1.0,0,4,3,8,1180,1050,1955,0,98178,47.508,-122.244,2300,8211,3,2170
3348401490,2014-06-30,265000.0,2,2.0,1860,10856,1.0,0,0,3,8,1260,600,1952,0,98178,47.4989,-122.265,1250,10008,3,2170
7812800995,2014-09-05,200000.0,2,1.0,790,5985,1.0,0,0,3,6,790,0,1944,0,98178,47.4941,-122.24,1030,5985,3,2170
4059400515,2014-09-09,229950.0,2,1.0,920,7716,1.0,0,0,3,6,920,0,1944,0,98178,47.5028,-122.243,1410,7128,3,2170
1180003175,2015-04-10,229950.0,2,1.0,850,6000,1.0,0,0,3,6,850,0,1924,0,98178,47.4972,-122.22399999999999,1100,6000,3,2170
4058800925,2015-04-28,452100.0,4,2.5,3160,6540,1.0,0,3,3,8,1580,1580,1959,0,98178,47.5037,-122.24,1990,7090,3,2170
3348401622,2014-07-31,223000.0,3,2.0,1310,8440,1.0,0,0,5,6,1310,0,1951,0,98178,47.5003,-122.26899999999999,1790,10775,3,2170
4058200040,2014-09-17,361000.0,3,1.75,2130,8742,1.0,0,3,3,7,1330,800,1955,0,98178,47.5057,-122.23100000000001,2380,7448,3,2170
2976800145,2015-04-06,260000.0,4,1.75,2010,10816,1.0,0,0,3,7,1410,600,1955,0,98178,47.5048,-122.251,1610,9360,3,2170
2976800360,2015-02-23,335750.0,3,3.0,2400,7260,1.0,0,0,3,7,1440,960,1955,0,98178,47.5045,-122.251,1060,7200,3,2170
